well_id,activity,location_lsd,zone,length_nca,width_nca,length_ea,width_ea,well_licence,permit,letter_of_authority,designed_north,designed_east,start_date_of_entry,final_date_of_entry,flag_requested,flagged,pre_stake,salvaged,mulched,bladed,ready_for_drilling,approved_by_drilling,spud,rr,logged,no_abandonment_required,permanent_installation,abandonment,ready_roll_back,roll_back_ready,reclaimed_except_vegetation,as_built,constructed_not_drilled,nill_entry_not_built,lease_length,lease_width,lease_salvaged,lease_remote_sump,lease_snow_fill,log_gps_north_1,log_gps_east_1,log_conifer_1,log_volume_1,log_gps_north_2,log_gps_east_2,log_conifer_2,log_volume_2,location1_gps_north,location1_gps_east,location1_number_of_rig_mats,need_as_built_BASE,date_BASE,gps_north_BASE,gps_east_BASE,EL_BASE,GL_BASE,need_as_built_A,date_A,gps_north_A,gps_east_A,EL_A,GL_A,need_as_built_B,date_B,gps_north_B,gps_east_B,EL_B,GL_B,need_as_built_C,date_C,gps_north_C,gps_east_C,EL_C,GL_C,need_as_built_D,date_D,gps_north_D,gps_east_D,EL_D,GL_D,need_as_built_O1,date_O1,gps_north_O1,gps_east_O1,EL_O1,GL_O1,need_as_built_O2,date_O2,gps_north_O2,gps_east_O2,EL_O2,GL_O2,desc_O2,need_as_built_O3,date_O3,gps_north_O3,gps_east_O3,EL_O3,GL_O3,desc_O3,mainboard
KA13-118,,LSD-13 Sec-07 Twp-097 Rge-07 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362989.000,491641.000,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,358
KA13-119,,LSD-16 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362976.792,491235.395,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,359
KA13-120,,LSD-16 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362899.047,491207.012,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,360
KA13-121,,LSD-16 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362928.664,491341.522,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,361
KA13-122,,LSD-16 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362996.536,491118.160,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,362
KA13-123,,LSD-16 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362937.302,490995.990,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,363
KA13-124,,LSD-16 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362816.366,490995.990,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,364
KA13-125,,LSD-15 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362831.175,490860.245,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,365
KA13-126,,LSD-15 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362912.621,490756.586,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,366
KA13-127,,LSD-15 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362860.952,490590.790,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,367
KA13-128,,LSD-15 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362617.685,490693.650,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,368
KA13-129,,LSD-15 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362737.387,490639.352,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,369
KA13-130,,LSD-10 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362530.068,490602.330,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,370
KA13-131,,LSD-11 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362570.792,490466.586,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,371
KA13-132,,LSD-11 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362478.238,490478.926,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,372
KA13-133,,LSD-11 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362394.323,490407.352,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,373
KA13-135,,LSD-11 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362323.983,490313.564,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,374
KA13-136,,LSD-11 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362426.409,490241.990,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,375
KA13-137,,LSD-11 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362326.451,490174.118,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,376
KA13-138,,LSD-06 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362194.408,490248.160,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2012-11-02,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,50.00,50,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,377
KA13-139,,LSD-06 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362078.408,490179.054,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,378
KA13-140,,LSD-05 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362058.664,490028.500,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,379
KA13-141,,LSD-05 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6362141.345,489992.713,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,380
KA13-142,,LSD-05 Sec-12 Twp-097 Rge-08 Mer-4,,0.00,8,0.00,8,,MSL072949,0000-00-00,6361966.110,489873.011,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,,0000-00-00,0000-00-00 00:00:00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0.00,0,N,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,0000-00-00,0000-00-00,0.000,0.000,0.000,0.000,,381
